,fighter,birthday,height,weight,reach,stance
379,Ryan-Hall,1985-02-22,70.0,145.0,70.0,
380,Darren-Elkins,1984-05-16,70.0,145.0,71.0,Orthodox
381,Jonathan-Martinez,1994-04-20,68.0,135.0,70.0,Southpaw
382,Liu-Pingyuan,1993-02-13,66.0,135.0,72.0,Orthodox
383,Brianna-Van-Buren,1993-08-04,60.0,115.0,62.0,Southpaw
384,Livinha-Souza,1991-03-11,63.0,115.0,63.0,Orthodox
385,Benito-Lopez,1994-04-06,70.0,135.0,73.0,Switch
386,Vince-Morales,1990-11-12,67.0,135.0,70.0,Orthodox
387,Jon-Jones,1987-07-19,76.0,205.0,84.0,Orthodox
388,Thiago-Santos,1984-01-07,74.0,205.0,76.0,Orthodox
389,Amanda-Nunes,1988-05-30,68.0,135.0,69.0,Orthodox
390,Holly-Holm,1981-10-17,68.0,135.0,69.0,Southpaw
391,Jan-Blachowicz,1983-02-24,74.0,205.0,78.0,Orthodox
392,Luke-Rockhold,1984-10-17,75.0,205.0,77.0,Southpaw
393,Michael-Chiesa,1987-12-07,73.0,170.0,75.0,Southpaw
394,Diego-Sanchez,1981-12-31,70.0,170.0,72.0,Southpaw
395,Arnold-Allen,1994-01-22,68.0,145.0,70.0,Southpaw
396,Gilbert-Melendez,1982-04-12,69.0,145.0,73.0,Orthodox
397,Claudia-Gadelha,1988-12-07,64.0,115.0,63.0,Orthodox
398,Song-Yadong,1997-12-02,68.0,135.0,67.0,Orthodox
399,Alejandro-Perez,1989-09-02,66.0,135.0,67.0,Orthodox
400,Jack-Marshman,1989-12-19,72.0,185.0,73.0,Orthodox
401,Julia-Avila,1988-05-11,67.0,135.0,68.0,Orthodox
402,Francis-Ngannou,1986-09-05,76.0,250.0,83.0,Orthodox
403,Junior-Dos-Santos,1984-01-30,76.0,238.0,77.0,Orthodox
404,Joseph-Benavidez,1984-07-31,64.0,125.0,65.0,Southpaw
405,Jussier-Formiga,1985-04-14,65.0,125.0,67.0,Orthodox
406,Vinc-Pichel,1982-11-23,70.0,155.0,72.0,Orthodox
407,Drew-Dober,1988-10-19,68.0,155.0,70.0,Southpaw
408,Alonzo-Menifield,1987-10-18,72.0,205.0,76.0,Orthodox
409,Ricardo-Ramos,1995-08-01,66.0,135.0,69.0,Orthodox
410,Journey-Newson,1989-03-07,65.0,135.0,67.0,Orthodox
411,Jared-Gordon,1988-09-06,69.0,155.0,68.0,Orthodox
412,Dan-Moret,1986-11-21,72.0,155.0,73.0,Southpaw
413,Dequan-Townsend,1986-05-11,75.0,205.0,79.0,Orthodox
414,Emily-Whitmire,1991-05-24,65.0,115.0,63.0,
415,Junior-Albini,1991-03-15,75.0,264.0,74.0,Orthodox
416,Chan-Sung-Jung,1987-03-17,67.0,145.0,72.0,Orthodox
417,Renato-Moicano,1989-05-21,71.0,145.0,72.0,Orthodox
418,Randy-Brown,1990-07-08,75.0,170.0,78.0,Orthodox
419,Bryan-Barberena,1989-05-03,72.0,170.0,72.0,Southpaw
420,Anderson-Dos-Santos,1985-07-24,65.0,135.0,70.0,Orthodox
421,Montana-De-La-Rosa,1995-02-14,67.0,125.0,68.0,
422,Dan-Ige,1991-08-06,67.0,145.0,71.0,Orthodox
423,Kevin-Aguilar,1988-09-07,67.0,145.0,73.0,Orthodox
424,Syuri-Kondo,1989-02-08,64.0,115.0,66.0,Orthodox
425,Matt-Wiman,1983-09-19,70.0,155.0,68.0,Orthodox
426,Allen-Crowder,1989-11-08,75.0,245.0,76.0,Orthodox
427,Ariane-Lipski,1994-01-26,63.0,125.0,67.0,Orthodox
428,Eric-Spicely,1986-09-29,73.0,185.0,73.0,Orthodox
429,Henry-Cejudo,1987-02-09,64.0,135.0,64.0,Orthodox
430,Marlon-Moraes,1988-04-26,66.0,135.0,67.0,Orthodox
431,Jessica-Eye,1986-07-27,66.0,125.0,66.0,Orthodox
432,Tony-Ferguson,1984-02-12,71.0,155.0,76.0,Orthodox
433,Petr-Yan,1993-02-11,67.0,135.0,67.0,Switch
434,Jimmie-Rivera,1989-06-29,64.0,135.0,68.0,Orthodox
435,Tatiana-Suarez,1990-12-19,65.0,115.0,66.0,
436,Nina-Ansaroff,1985-12-03,65.0,115.0,64.0,Orthodox
437,Aljamain-Sterling,1989-07-31,67.0,135.0,71.0,Orthodox
438,Pedro-Munhoz,1986-09-07,66.0,135.0,65.0,Orthodox
439,Karolina-Kowalkiewicz,1985-10-15,63.0,115.0,64.0,Orthodox
440,Ricardo-Lamas,1982-05-21,68.0,145.0,71.0,Orthodox
441,Xiaonan-Yan,1989-06-16,65.0,115.0,63.0,Orthodox
442,Bevon-Lewis,1991-05-05,75.0,185.0,79.0,Orthodox
443,Eddie-Wineland,1984-06-26,67.0,135.0,69.0,Orthodox
444,Anthony-Smith,1988-07-26,76.0,205.0,76.0,Orthodox
445,Alexander-Gustafsson,1987-01-15,77.0,205.0,79.0,Orthodox
446,Aleksandar-Rakic,1992-02-06,76.0,205.0,78.0,Orthodox
447,Jimi-Manuwa,1980-02-18,73.0,205.0,79.0,Orthodox
448,Chris-Fishgold,1992-06-06,68.0,145.0,68.0,Orthodox
449,Damir-Hadzovic,1986-08-08,69.0,155.0,70.0,Orthodox
450,Daniel-Teymur,1988-02-03,65.0,145.0,69.0,Orthodox
451,Sung-Bin-Jo,1992-07-17,72.0,145.0,72.0,Orthodox
452,Tonya-Evinger,1981-06-04,67.0,135.0,70.0,Orthodox
453,Leonardo-Santos,1980-02-05,72.0,155.0,75.0,Orthodox
454,Nick-Hein,1984-04-24,66.0,155.0,66.0,Southpaw
455,Bea-Malecki,1991-08-23,69.0,135.0,74.0,Orthodox
456,Duda-Santana,1996-01-10,67.0,145.0,73.0,Orthodox
457,Joel-Alvarez,1994-03-02,75.0,155.0,77.0,Orthodox
458,Charles-Oliveira,1989-10-17,70.0,155.0,74.0,Orthodox
459,Nik-Lentz,1984-08-13,68.0,155.0,68.0,Orthodox
460,Desmond-Green,1989-10-11,70.0,155.0,73.0,Southpaw
461,Charles-Jourdain,1995-11-27,69.0,155.0,69.0,Switch
462,Grant-Dawson,1994-02-20,70.0,145.0,72.0,Switch
463,Michael-Trizano,1991-12-31,71.0,155.0,71.0,Orthodox
464,Patrick-Cummins,1980-11-16,74.0,205.0,76.0,Orthodox
465,Julian-Erosa,1989-07-31,73.0,145.0,74.0,Southpaw
466,Rose-Namajunas,1992-06-29,65.0,115.0,65.0,Orthodox
467,Anderson-Silva,1975-04-14,74.0,185.0,77.0,Southpaw
468,Alexander-Volkanovski,1988-09-29,66.0,145.0,71.0,Orthodox
469,Jose-Aldo,1986-09-09,67.0,145.0,70.0,Orthodox
470,Thiago-Alves,1983-10-03,69.0,170.0,70.0,Orthodox
471,Rogerio-Nogueira,1976-06-02,74.0,205.0,75.0,Southpaw
472,Kurt-Holobaugh,1986-09-08,71.0,155.0,70.0,Orthodox
473,Warlley-Alves,1991-01-04,71.0,170.0,72.0,Orthodox
474,Sergio-Moraes,1982-07-23,72.0,170.0,72.0,Orthodox
475,BJ-Penn,1978-12-13,69.0,155.0,70.0,Orthodox
476,Luana-Carolina,1993-06-11,66.0,125.0,69.0,Orthodox
477,Priscila-Cachoeira,1988-08-19,67.0,125.0,65.0,Orthodox
478,Raoni-Barcelos,1987-05-01,67.0,135.0,67.0,Orthodox
479,Talita-Bernardo,1987-03-04,64.0,135.0,68.0,Orthodox
480,Elias-Theodorou,1988-05-31,73.0,185.0,75.0,Orthodox
481,Merab-Dvalishvili,1991-01-10,66.0,135.0,68.0,Orthodox
482,Aiemann-Zahabi,1987-11-19,68.0,135.0,68.0,Orthodox
483,Matt-Sayles,1994-02-21,67.0,145.0,68.0,Orthodox
484,Arjan-Bhullar,1986-05-13,73.0,245.0,75.0,Orthodox
485,Mitch-Gagnon,1984-10-10,65.0,135.0,65.0,Southpaw
486,Jacare-Souza,1979-12-07,73.0,185.0,72.0,Orthodox
487,Dmitrii-Smoliakov,1982-08-05,74.0,253.0,74.0,Switch
488,John-Lineker,1990-06-12,63.0,135.0,67.0,Orthodox
489,Ben-Saunders,1983-04-13,74.0,170.0,77.0,Orthodox
490,Virna-Jandiroba,1988-05-30,63.0,115.0,64.0,Orthodox
491,Jason-Gonzalez,1990-02-28,74.0,155.0,74.0,Southpaw
492,Alistair-Overeem,1980-05-17,76.0,265.0,80.0,Orthodox
493,Marcelo-Golm,1992-09-15,75.0,249.0,75.0,Orthodox
494,Sultan-Aliev,1984-09-17,71.0,170.0,74.0,Orthodox
495,Keita-Nakamura,1984-05-22,71.0,170.0,73.0,Southpaw
496,Gadzhimurad-Antigulov,1987-02-09,71.0,205.0,70.0,Orthodox
497,Magomed-Mustafaev,1988-08-02,68.0,155.0,71.0,Orthodox
498,Dwight-Grant,1984-09-14,73.0,170.0,76.0,Switch
499,Alan-Jouban,1981-11-25,72.0,170.0,73.0,Southpaw
500,Jalin-Turner,1995-05-18,75.0,155.0,77.0,Southpaw
501,Wilson-Reis,1985-01-06,64.0,125.0,65.0,Southpaw
502,Curtis-Millender,1987-12-01,74.0,170.0,76.0,Orthodox
503,Montel-Jackson,1992-04-24,70.0,135.0,75.0,Southpaw
504,Poliana-Botelho,1988-12-15,68.0,115.0,67.0,Orthodox
505,David-Branch,1981-09-26,73.0,185.0,78.0,Orthodox
506,Jessica-Aguilar,1982-05-08,63.0,115.0,63.0,Orthodox
507,Ross-Pearson,1984-09-26,68.0,155.0,69.0,Orthodox
508,Maryna-Moroz,1991-09-08,67.0,125.0,67.0,Orthodox
509,Alex-Perez,1992-03-21,66.0,135.0,65.0,Orthodox
510,Justin-Willis,1987-07-19,73.0,264.0,78.0,Southpaw
511,John-Makdessi,1985-05-03,68.0,155.0,68.0,Orthodox
512,Jesus-Pinedo,1996-06-22,70.0,155.0,,
513,Bryce-Mitchell,1994-10-04,70.0,145.0,,Southpaw
514,Frankie-Saenz,1980-08-12,66.0,135.0,66.0,Orthodox
515,Eric-Shelton,1991-02-02,66.0,125.0,68.0,Orthodox
516,Nathaniel-Wood,1993-05-08,66.0,135.0,69.0,Orthodox
517,Jordan-Rinaldi,1987-09-25,70.0,145.0,72.0,Orthodox
518,Joe-Duffy,1988-02-18,70.0,155.0,73.0,Orthodox
519,Saparbeg-Safarov,1986-10-14,73.0,205.0,78.0,Orthodox
520,Nicolae-Negumereanu,1994-09-04,72.0,205.0,78.0,Orthodox
521,Danny-Henry,1988-07-17,72.0,145.0,73.0,Orthodox
522,Mike-Grundy,1987-01-03,67.0,145.0,72.0,Orthodox
523,Nad-Narimani,1987-04-14,68.0,145.0,70.0,Orthodox
524,Tim-Means,1984-02-20,74.0,170.0,75.0,Orthodox
525,Tim-Boetsch,1981-01-28,72.0,185.0,74.0,Orthodox
526,Yana-Kunitskaya,1989-11-11,66.0,135.0,68.0,Orthodox
527,Marion-Reneau,1977-06-20,66.0,135.0,68.0,Orthodox
528,Zak-Ottow,1986-12-22,71.0,170.0,72.0,Orthodox
529,Kamaru-Usman,1987-05-11,72.0,170.0,76.0,Switch
530,Tyron-Woodley,1982-04-07,69.0,170.0,74.0,Orthodox
531,Cody-Garbrandt,1991-07-07,68.0,135.0,65.0,Orthodox
532,Cody-Stamann,1989-11-09,66.0,135.0,64.0,Orthodox
533,Charles-Byrd,1983-10-11,70.0,185.0,73.0,Orthodox
534,Gina-Mazany,1988-08-19,66.0,135.0,68.0,Southpaw
535,Stefan-Struve,1988-02-18,83.0,265.0,84.0,Orthodox
536,Marcos-Rogerio-de-Lima,1985-06-25,73.0,253.0,75.0,Orthodox
537,Gian-Villante,1985-08-18,75.0,205.0,76.0,Orthodox
538,John-Dodson,1984-09-26,63.0,135.0,66.0,Orthodox
539,Carlo-Pedersoli,1993-06-08,71.0,170.0,75.0,Southpaw
540,Michel-Prazeres,1981-07-25,66.0,170.0,67.0,Orthodox
541,Cain-Velasquez,1982-07-28,73.0,240.0,77.0,Orthodox
542,Cynthia-Calvillo,1987-07-13,64.0,115.0,64.0,Orthodox
543,Cortney-Casey,1987-05-05,67.0,115.0,67.0,Orthodox
544,Myles-Jury,1988-10-31,70.0,145.0,73.0,Orthodox
545,Ashlee-Evans-Smith,1987-07-09,68.0,125.0,67.0,Orthodox
546,Luke-Sanders,1985-12-12,66.0,135.0,67.0,Southpaw
547,Renan-Barao,1987-01-31,66.0,135.0,70.0,Orthodox
548,Rani-Yahya,1984-09-12,66.0,135.0,67.0,Orthodox
549,Shane-Young,1993-07-31,68.0,145.0,72.0,Orthodox
550,Austin-Arnett,1991-10-22,72.0,145.0,72.0,Orthodox
551,Teruto-Ishihara,1991-07-23,67.0,135.0,69.0,Southpaw
552,Wuliji-Buren,1989-03-01,69.0,135.0,69.0,Orthodox
553,David-Teymur,1989-05-01,69.0,155.0,73.0,Southpaw
554,Justin-Ledet,1988-09-28,76.0,205.0,80.0,Orthodox
555,Markus-Perez,1988-06-22,73.0,185.0,73.0,Orthodox
556,Taila-Santos,1993-06-22,65.0,125.0,68.0,Orthodox
557,Said-Nurmagomedov,1992-04-05,68.0,135.0,70.0,Orthodox
558,Magomed-Bibulatov,1988-08-22,65.0,125.0,65.0,Orthodox
559,TJ-Dillashaw,1986-02-07,66.0,125.0,67.0,Orthodox
560,Yancy-Medeiros,1987-09-07,70.0,155.0,75.0,Orthodox
561,Dustin-Ortiz,1988-12-25,65.0,125.0,65.0,Orthodox
562,Paige-VanZant,1994-03-26,64.0,115.0,65.0,Orthodox
563,Rachael-Ostovich,1991-02-25,63.0,125.0,62.0,Orthodox
564,Dennis-Bermudez,1986-12-13,66.0,155.0,66.0,Orthodox
565,Te-Edwards,1990-09-11,68.0,155.0,72.0,Orthodox
566,Carlos-Condit,1984-04-26,74.0,170.0,75.0,Orthodox
567,Chad-Mendes,1985-05-01,66.0,145.0,66.0,Orthodox
568,Cat-Zingano,1982-07-01,66.0,145.0,68.0,Southpaw
569,Douglas-Silva-de-Andrade,1985-06-22,67.0,135.0,68.0,Orthodox
570,Brian-Kelleher,1986-08-19,66.0,135.0,66.0,Switch
571,Rob-Font,1987-06-25,68.0,135.0,71.0,Orthodox
572,Bobby-Green,1986-09-09,70.0,155.0,71.0,Orthodox
573,Trevor-Smith,1981-01-05,75.0,185.0,75.0,Orthodox
574,Adam-Milstead,1987-07-03,75.0,205.0,76.0,Orthodox
575,Chris-de-la-Rocha,1979-05-15,75.0,250.0,80.0,Orthodox
576,Brian-Ortega,1991-02-21,68.0,145.0,69.0,Switch
577,Matthew-Lopez,1987-01-21,67.0,135.0,69.0,Southpaw
578,Chad-Laprise,1986-07-23,70.0,170.0,71.0,Orthodox
579,Mauricio-Rua,1981-11-25,73.0,205.0,76.0,Orthodox
580,Tyson-Pedro,1991-09-17,75.0,205.0,79.0,Orthodox
581,Mark-Hunt,1974-03-23,70.0,265.0,72.0,Orthodox
582,Suman-Mokhtarian,1992-06-13,70.0,145.0,67.0,Orthodox
583,Yushin-Okami,1981-07-21,74.0,170.0,75.0,Southpaw
584,Ben-Nguyen,1988-08-03,65.0,125.0,65.0,Switch
585,Elias-Garcia,1992-09-13,65.0,125.0,67.0,Southpaw
586,Mizuto-Hirota,1981-05-05,67.0,155.0,67.0,Orthodox
587,Alex-Gorgees,1995-08-11,74.0,155.0,74.0,Switch
588,Juan-Espino,1980-10-09,76.0,250.0,82.0,
589,Justin-Frazier,1989-06-15,72.0,265.0,75.0,Southpaw
590,Bryan-Caraway,1984-08-04,68.0,135.0,68.0,Orthodox
591,Rick-Glenn,1989-04-12,72.0,145.0,70.0,Southpaw
592,Michel-Batista,1984-04-20,75.0,260.0,,
593,Leah-Letson,1992-08-21,67.0,145.0,71.0,
594,Julija-Stoliarenko,1993-04-08,67.0,145.0,66.0,
595,Darrell-Horcher,1987-07-28,70.0,155.0,70.0,Southpaw
596,Ricky-Rainey,1983-06-29,73.0,170.0,77.0,Switch
597,Rashad-Coulter,1981-11-27,71.0,205.0,76.0,Orthodox
598,Hu-Yaozong,1995-04-07,75.0,205.0,72.0,Orthodox
599,Martin-Day,1988-11-10,70.0,135.0,73.0,Orthodox
600,Santiago-Ponzinibbio,1986-09-26,72.0,170.0,73.0,Orthodox
601,Neil-Magny,1987-08-03,75.0,170.0,80.0,Orthodox
602,Guido-Cannetti,1979-12-19,66.0,135.0,68.0,Southpaw
603,Bartosz-Fabinski,1986-04-26,72.0,170.0,75.0,Orthodox
604,Ulka-Sasaki,1989-10-07,70.0,125.0,71.0,Southpaw
605,Devin-Powell,1988-03-01,72.0,155.0,73.0,Orthodox
606,Amanda-Cooper,1991-10-22,63.0,115.0,64.0,Switch
607,John-Gunther,1985-11-24,69.0,155.0,72.0,Orthodox
608,Joseph-Morales,1994-08-22,66.0,125.0,69.0,Switch
609,Joby-Sanchez,1991-06-24,66.0,135.0,68.0,Orthodox
610,Jason-Knight,1992-07-14,70.0,145.0,71.0,Orthodox
611,Adam-Wieczorek,1992-02-05,77.0,250.0,81.0,Orthodox
612,Artem-Lobov,1986-08-11,69.0,145.0,65.0,Southpaw
613,Alex-Garcia,1987-07-14,69.0,170.0,72.0,Orthodox
614,Sean-Strickland,1991-02-27,73.0,170.0,76.0,Orthodox
615,Thibault-Gouti,1987-02-27,70.0,155.0,72.0,Orthodox
616,Jessin-Ayari,1992-05-31,72.0,155.0,73.0,Orthodox
617,Conor-McGregor,1988-07-14,69.0,155.0,74.0,Southpaw
618,Felice-Herrig,1984-09-18,64.0,115.0,65.0,Orthodox
619,Alan-Patrick,1983-07-19,71.0,155.0,74.0,Southpaw
620,Gray-Maynard,1979-05-09,69.0,155.0,70.0,Orthodox
621,Ryan-LaFlare,1983-10-01,73.0,170.0,74.0,Southpaw
622,Evan-Dunham,1981-12-18,70.0,155.0,70.0,Southpaw
623,Luis-Henrique,1993-08-21,74.0,243.0,74.0,Orthodox
624,Chase-Sherman,1989-11-16,76.0,250.0,78.0,Orthodox
625,Mayra-Bueno-Silva,1991-08-22,66.0,135.0,,Orthodox
626,Thales-Leites,1981-09-06,73.0,185.0,78.0,Orthodox
627,Hector-Lombard,1978-02-02,69.0,185.0,71.0,Southpaw
628,Luigi-Vendramini,1996-01-16,68.0,170.0,,Orthodox
629,Alex-Chambers,1978-10-25,63.0,115.0,63.0,
630,Khalid-Murtazaliev,1993-07-15,72.0,185.0,76.0,Orthodox
631,CB-Dollaway,1983-08-10,74.0,185.0,76.0,Orthodox
632,Kajan-Johnson,1984-04-21,71.0,155.0,75.0,Orthodox
633,Marcin-Prachnio,1988-07-14,75.0,205.0,74.0,Orthodox
634,Jordan-Johnson,1988-11-18,74.0,205.0,79.0,Orthodox
635,Adam-Yandiev,1988-08-07,69.0,185.0,74.0,Orthodox
636,Stefan-Sekulic,1992-02-12,72.0,170.0,75.0,Southpaw
637,Terrion-Ware,1986-03-31,68.0,135.0,71.0,Orthodox
638,Abdul-Razak-Alhassan,1985-08-11,70.0,170.0,73.0,Orthodox
639,Craig-White,1990-07-01,74.0,170.0,76.0,Orthodox
640,Jarred-Brooks,1993-05-02,63.0,125.0,62.0,Switch
641,Roberto-Sanchez,1986-03-05,66.0,125.0,66.0,Orthodox
642,Jake-Ellenberger,1985-03-28,69.0,170.0,71.0,Orthodox
643,John-Moraga,1984-03-20,66.0,125.0,66.0,Orthodox
644,Tim-Williams,1986-07-03,74.0,185.0,76.0,Orthodox
645,James-Krause,1986-06-04,74.0,170.0,73.0,Orthodox
646,Iuri-Alcantara,1980-08-04,69.0,135.0,71.0,Southpaw
647,George-Sullivan,1981-03-13,72.0,170.0,73.0,Orthodox
648,Kalindra-Faria,1986-07-23,67.0,125.0,,Switch
649,Jon-Tuck,1984-08-28,71.0,155.0,73.0,Orthodox
650,Demetrious-Johnson,1986-08-13,63.0,125.0,66.0,Orthodox
651,Brett-Johns,1992-02-21,67.0,135.0,71.0,Orthodox
652,Jose-Torres,1992-08-02,64.0,125.0,65.0,Orthodox
653,Danielle-Taylor,1989-10-25,60.0,115.0,60.0,Orthodox
654,Eddie-Alvarez,1984-01-11,69.0,155.0,69.0,Orthodox
655,Jordan-Mein,1989-10-10,72.0,170.0,73.0,Orthodox
656,Matheus-Nicolau,1993-01-06,66.0,125.0,66.0,
657,Alvaro-Herrera,1990-05-14,72.0,155.0,74.0,
658,Abu-Azaitar,1986-03-10,69.0,185.0,76.0,Orthodox
659,Vitor-Miranda,1979-03-10,73.0,185.0,77.0,Orthodox
660,Emil-Meek,1988-08-20,71.0,170.0,74.0,Switch
661,Jeremy-Kimball,1991-01-03,72.0,205.0,72.0,Switch
662,Damian-Stasiak,1990-02-20,65.0,135.0,70.0,Orthodox
663,Sage-Northcutt,1996-03-01,72.0,170.0,71.0,Orthodox
664,Justin-Scoggins,1992-05-02,67.0,125.0,66.0,Southpaw
665,Gokhan-Saki,1983-10-19,72.0,205.0,73.0,Orthodox
666,Jamie-Moyle,1989-03-17,61.0,115.0,65.0,Orthodox
667,Joe-Giannetti,1995-07-05,72.0,155.0,74.0,Southpaw
668,Jay-Cucciniello,1986-07-23,67.0,155.0,,Orthodox
669,Barb-Honchak,1979-08-30,64.0,125.0,65.0,
670,Julian-Marquez,1990-05-08,74.0,185.0,75.0,Orthodox
671,Richie-Smullen,1991-08-17,69.0,155.0,68.0,Orthodox
672,Allan-Zuniga,1992-04-04,67.0,155.0,70.0,Orthodox
673,Tyler-Diamond,1991-03-18,67.0,145.0,69.0,Orthodox
674,Matt-Bessette,1984-12-28,70.0,145.0,70.0,Orthodox
675,Daichi-Abe,1991-11-27,71.0,170.0,71.0,Orthodox
676,Felipe-Arantes,1988-02-09,68.0,135.0,73.0,Orthodox
677,Rolando-Dy,1990-08-11,68.0,145.0,69.0,Orthodox
678,Shinsho-Anzai,1985-12-01,67.0,170.0,70.0,Orthodox
679,Viviane-Pereira,1993-08-28,61.0,115.0,63.0,Orthodox
680,Naoki-Inoue,1997-06-14,69.0,125.0,71.0,Orthodox
681,Jenel-Lausa,1988-08-01,65.0,125.0,68.0,Orthodox
682,Melinda-Fabian,1987-06-25,66.0,125.0,66.0,
683,Mike-Jackson,1985-03-22,74.0,170.0,,Orthodox
684,CM-Punk,1978-10-26,73.0,170.0,73.0,Orthodox
685,Rashad-Evans,1979-09-25,72.0,205.0,75.0,Orthodox
686,Mike-Santiago,1989-07-28,70.0,145.0,69.0,Orthodox
687,Gleison-Tibau,1983-10-07,70.0,155.0,71.0,Southpaw
688,Johnny-Eduardo,1978-08-03,67.0,135.0,71.0,Orthodox
689,Mads-Burnell,1994-03-06,68.0,145.0,69.0,Orthodox
690,Tom-Breese,1991-09-26,75.0,185.0,73.0,Southpaw
691,Daniel-Kelly,1977-10-31,72.0,185.0,70.0,Southpaw
692,Bradley-Scott,1989-06-24,73.0,170.0,76.0,
693,Diego-Rivas,1991-11-11,68.0,145.0,69.0,Orthodox
694,Henry-Briones,1980-10-22,68.0,135.0,69.0,
695,Felipe-Silva,1984-05-08,72.0,155.0,77.0,Orthodox
696,Lyoto-Machida,1978-05-30,73.0,185.0,74.0,Southpaw
697,Vitor-Belfort,1977-04-01,72.0,185.0,74.0,Southpaw
698,Alberto-Mina,1982-05-02,72.0,170.0,77.0,Orthodox
699,James-Bochnovic,1989-02-13,76.0,205.0,81.0,Orthodox
700,Luan-Chagas,1993-06-17,72.0,170.0,75.0,Orthodox
701,Patrick-Williams,1981-09-07,68.0,135.0,73.0,Orthodox
702,Chris-Gruetzemacher,1986-06-16,68.0,155.0,68.0,Orthodox
703,Bec-Rawlings,1989-02-11,66.0,125.0,64.0,Orthodox
704,Fabricio-Werdum,1977-07-30,76.0,231.0,77.0,Orthodox
705,Tom-Duquesnoy,1993-06-21,67.0,135.0,68.0,Orthodox
706,Peter-Sobotta,1987-01-11,72.0,170.0,75.0,Southpaw
707,Oliver-Enkamp,1991-08-10,72.0,170.0,77.0,Switch
708,Dmitry-Sosnovskiy,1989-07-06,75.0,240.0,77.0,Orthodox
709,Mark-Godbeer,1983-11-22,76.0,240.0,77.0,Orthodox
710,Sean-O'Malley,1994-10-24,71.0,135.0,72.0,Switch
711,Ketlen-Vieira,1991-08-26,68.0,135.0,68.0,Orthodox
712,Mike-Pyle,1975-09-18,72.0,170.0,74.0,Orthodox
713,Sara-McMann,1980-09-24,66.0,135.0,66.0,Orthodox
714,Russell-Doane,1986-08-13,67.0,135.0,70.0,Orthodox
715,Albert-Morales,1991-05-25,69.0,135.0,72.0,Orthodox
716,Brian-Camozzi,1991-06-24,74.0,170.0,78.0,Orthodox
717,Joshua-Burkman,1980-04-10,70.0,170.0,72.0,Orthodox
718,Cyril-Asker,1985-12-24,72.0,247.0,74.0,Orthodox
719,Damien-Brown,1984-12-25,70.0,155.0,68.0,Orthodox
720,Rob-Wilkinson,1992-02-22,75.0,185.0,80.0,Orthodox
721,Jeremy-Kennedy,1992-09-16,71.0,145.0,71.0,Orthodox
722,Tim-Johnson,1985-03-13,75.0,265.0,77.0,Southpaw
723,Maia-Stevenson,1982-03-19,64.0,115.0,62.0,Orthodox
724,Joe-Soto,1987-03-22,66.0,135.0,65.0,Orthodox
725,Godofredo-Pepey,1987-07-02,67.0,145.0,73.0,Orthodox
726,Juliana-Lima,1982-03-15,65.0,115.0,65.0,Orthodox
727,Justine-Kish,1988-04-13,65.0,125.0,64.0,Orthodox
728,Francimar-Barroso,1980-02-28,73.0,205.0,75.0,Orthodox
729,Thomas-Almeida,1991-07-31,67.0,135.0,70.0,Southpaw
730,Sabah-Homasi,1988-10-19,72.0,170.0,72.0,Orthodox
731,Dooho-Choi,1991-04-10,70.0,145.0,70.0,Orthodox
732,Galore-Bofando,1982-05-22,71.0,170.0,72.0,Switch
733,Abel-Trujillo,1983-09-18,68.0,155.0,70.0,Orthodox
734,Oluwale-Bamgbose,1987-08-04,71.0,185.0,78.0,Switch
735,Erick-Silva,1984-06-21,72.0,170.0,74.0,Orthodox
736,Carls-John-De-Tomas,1996-08-28,65.0,125.0,71.0,Southpaw
737,Antonio-Braga-Neto,1987-10-29,75.0,185.0,77.0,Orthodox
738,Angela-Magana,1983-08-02,61.0,115.0,65.0,
739,DeAnna-Bennett,1984-11-18,64.0,125.0,68.0,
740,Christina-Marks,1985-11-08,67.0,125.0,69.0,Orthodox
741,Ryan-Janes,1981-08-22,75.0,185.0,76.0,Orthodox
742,Karine-Gevorgyan,1989-03-09,64.0,125.0,63.0,
743,Ariel-Beck,1990-09-16,66.0,125.0,66.0,
744,Michael-Bisping,1979-02-28,73.0,185.0,75.0,Orthodox
745,Wang-Guan,1986-03-14,69.0,145.0,71.0,Orthodox
746,Bobby-Nash,1990-03-26,72.0,170.0,74.0,Orthodox
747,Kailin-Curran,1991-04-11,64.0,115.0,65.0,Orthodox
748,Bharat-Kandare,1987-06-20,67.0,135.0,72.0,Orthodox
749,Bojan-Velickovic,1988-12-18,72.0,170.0,76.0,Southpaw
750,Ryan-Benoit,1989-08-25,65.0,125.0,68.0,Orthodox
751,Ashkan-Mokhtarian,1985-09-15,66.0,125.0,67.0,Southpaw
752,Will-Brooks,1986-10-08,70.0,155.0,72.0,Orthodox
753,Anthony-Hamilton,1980-04-14,77.0,260.0,76.0,Orthodox
754,Matt-Brown,1981-01-10,72.0,170.0,75.0,Orthodox
755,Nate-Marquardt,1979-04-20,72.0,185.0,74.0,Orthodox
756,Michel-Quinones,1984-12-22,70.0,155.0,73.0,Orthodox
757,Jake-Collier,1988-10-25,75.0,205.0,78.0,Orthodox
758,Georges-St-Pierre,1981-05-19,71.0,185.0,76.0,Orthodox
759,Johny-Hendricks,1983-09-12,69.0,185.0,69.0,Southpaw
760,Hacran-Dias,1984-06-16,68.0,155.0,69.0,Orthodox
761,Christian-Colombo,1980-07-01,77.0,265.0,80.0,Orthodox
762,Jonathan-Wilson,1987-07-17,74.0,205.0,75.0,Southpaw
