,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground
0,Jussier Formiga Chris Cariaso,0  0,10 of 26  26 of 90,38%  28%,33 of 50  64 of 129,4 of 8  1 of 1,50%  100%,0  1,6  2,0  0,10 of 26  26 of 90,5 of 20  15 of 69,1 of 2  11 of 20,4 of 4  0 of 1,5 of 20  6 of 58,0 of 0  11 of 13,5 of 6  9 of 19
0,Lucas Martins Jeremy Larsen,1  1,39 of 111  52 of 108,35%  48%,44 of 116  59 of 116,0 of 0  2 of 7,0%  28%,0  0,0  0,0  0,39 of 111  52 of 108,28 of 100  48 of 102,5 of 5  1 of 2,6 of 6  3 of 4,33 of 96  38 of 81,4 of 13  10 of 21,2 of 2  4 of 6
0,Jon Jones Chael Sonnen,0  0,20 of 27  6 of 15,74%  40%,35 of 43  38 of 51,3 of 6  0 of 0,50%  0%,0  0,0  0,0  0,20 of 27  6 of 15,16 of 22  0 of 5,4 of 5  6 of 9,0 of 0  0 of 1,0 of 1  0 of 5,5 of 7  6 of 10,15 of 19  0 of 0
0,Michael Bisping Alan Belcher,0  0,93 of 225  29 of 150,41%  19%,94 of 226  29 of 150,0 of 0  0 of 3,0%  0%,0  0,0  0,0  0,93 of 225  29 of 150,64 of 187  11 of 111,3 of 7  7 of 19,26 of 31  11 of 20,92 of 221  29 of 150,1 of 4  0 of 0,0 of 0  0 of 0
0,Roy Nelson Cheick Kongo,1  0,2 of 5  4 of 6,40%  66%,3 of 6  8 of 10,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,2 of 5  4 of 6,2 of 4  0 of 2,0 of 1  2 of 2,0 of 0  2 of 2,1 of 2  2 of 4,0 of 2  2 of 2,1 of 1  0 of 0
0,Phil Davis Vinny Magalhaes,0  0,79 of 268  29 of 151,29%  19%,83 of 272  30 of 152,0 of 1  1 of 3,0%  33%,0  0,0  0,0  0,79 of 268  29 of 151,72 of 253  14 of 122,5 of 13  1 of 6,2 of 2  14 of 23,77 of 265  29 of 149,2 of 2  0 of 0,0 of 1  0 of 2
0,Rustam Khabilov Yancy Medeiros,0  0,3 of 17  4 of 18,17%  22%,4 of 18  4 of 18,1 of 2  0 of 0,50%  0%,0  0,0  0,0  0,3 of 17  4 of 18,2 of 13  1 of 12,0 of 3  1 of 4,1 of 1  2 of 2,3 of 17  4 of 18,0 of 0  0 of 0,0 of 0  0 of 0
0,Gian Villante Ovince Saint Preux,0  0,28 of 50  47 of 84,56%  55%,35 of 57  57 of 94,0 of 4  0 of 2,0%  0%,0  0,0  0,0  0,28 of 50  47 of 84,5 of 14  33 of 65,3 of 7  5 of 7,20 of 29  9 of 12,25 of 46  45 of 82,3 of 4  2 of 2,0 of 0  0 of 0
0,Sara McMann Sheila Gaff,0  0,8 of 9  7 of 12,88%  58%,72 of 73  15 of 20,2 of 2  0 of 0,100%  0%,0  0,1  0,0  0,8 of 9  7 of 12,7 of 8  1 of 4,1 of 1  6 of 8,0 of 0  0 of 0,1 of 2  1 of 4,0 of 0  6 of 8,7 of 7  0 of 0
0,Bryan Caraway Johnny Bedford,0  0,43 of 108  50 of 131,39%  38%,125 of 202  59 of 140,3 of 7  0 of 1,42%  0%,1  0,6  0,0  1,43 of 108  50 of 131,38 of 99  30 of 108,5 of 8  16 of 19,0 of 1  4 of 4,41 of 106  45 of 126,1 of 1  5 of 5,1 of 1  0 of 0
0,Leonard Garcia Cody McKenzie,0  0,15 of 77  30 of 54,19%  55%,30 of 92  84 of 111,0 of 0  5 of 13,0%  38%,0  4,0  5,0  0,15 of 77  30 of 54,10 of 70  27 of 48,4 of 4  2 of 5,1 of 3  1 of 1,11 of 73  16 of 38,2 of 2  4 of 6,2 of 2  10 of 10
0,Steven Siler Kurt Holobaugh,0  0,50 of 109  41 of 92,45%  44%,128 of 201  133 of 196,1 of 4  1 of 2,25%  50%,2  2,3  0,0  0,50 of 109  41 of 92,36 of 92  13 of 58,13 of 16  18 of 20,1 of 1  10 of 14,22 of 52  15 of 60,15 of 32  16 of 19,13 of 25  10 of 13
0,Benson Henderson Gilbert Melendez,0  0,68 of 166  43 of 191,40%  22%,92 of 191  56 of 204,0 of 4  1 of 1,0%  100%,0  0,1  0,0  0,68 of 166  43 of 191,20 of 110  16 of 155,20 of 22  16 of 20,28 of 34  11 of 16,58 of 150  34 of 174,8 of 13  8 of 14,2 of 3  1 of 3
0,Frank Mir Daniel Cormier,0  0,24 of 60  59 of 96,40%  61%,53 of 89  102 of 139,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,24 of 60  59 of 96,5 of 38  27 of 57,14 of 17  23 of 30,5 of 5  9 of 9,13 of 44  10 of 32,10 of 15  49 of 64,1 of 1  0 of 0
0,Nate Diaz Josh Thomson,0  1,21 of 74  36 of 71,28%  50%,40 of 94  44 of 79,1 of 1  1 of 1,100%  100%,1  0,0  0,0  0,21 of 74  36 of 71,17 of 65  23 of 50,2 of 7  7 of 9,2 of 2  6 of 12,15 of 64  13 of 34,4 of 7  13 of 17,2 of 3  10 of 20
0,Matt Brown Jordan Mein,0  1,40 of 84  24 of 58,47%  41%,41 of 85  25 of 59,0 of 1  0 of 0,0%  0%,1  0,1  1,0  0,40 of 84  24 of 58,27 of 67  18 of 49,13 of 16  5 of 8,0 of 1  1 of 1,17 of 54  17 of 42,12 of 17  1 of 4,11 of 13  6 of 12
0,Chad Mendes Darren Elkins,1  0,7 of 14  2 of 29,50%  6%,7 of 14  2 of 29,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,7 of 14  2 of 29,5 of 12  1 of 28,0 of 0  1 of 1,2 of 2  0 of 0,5 of 11  2 of 29,0 of 0  0 of 0,2 of 3  0 of 0
0,Francis Carmont Lorenz Larkin,0  0,12 of 75  32 of 82,16%  39%,13 of 78  36 of 88,2 of 11  0 of 0,18%  0%,0  0,2  1,0  1,12 of 75  32 of 82,8 of 58  11 of 46,1 of 12  1 of 8,3 of 5  20 of 28,11 of 72  22 of 65,1 of 3  9 of 16,0 of 0  1 of 1
0,Ramsey Nijem Myles Jury,0  1,6 of 28  5 of 24,21%  20%,10 of 32  14 of 37,1 of 1  2 of 2,100%  100%,0  0,2  1,1  1,6 of 28  5 of 24,3 of 22  3 of 17,2 of 5  1 of 3,1 of 1  1 of 4,5 of 26  3 of 21,0 of 0  0 of 0,1 of 2  2 of 3
0,Joseph Benavidez Darren Uyenoyama,2  0,57 of 153  11 of 33,37%  33%,63 of 162  11 of 33,2 of 2  0 of 2,100%  0%,0  0,0  0,0  0,57 of 153  11 of 33,35 of 126  6 of 24,8 of 10  3 of 7,14 of 17  2 of 2,49 of 130  8 of 29,2 of 3  2 of 2,6 of 20  1 of 2
0,Tim Means Jorge Masvidal,0  0,43 of 133  50 of 132,32%  37%,68 of 161  71 of 157,0 of 1  6 of 8,0%  75%,0  0,1  2,1  0,43 of 133  50 of 132,33 of 114  38 of 116,7 of 15  10 of 14,3 of 4  2 of 2,24 of 85  21 of 63,2 of 5  2 of 5,17 of 43  27 of 64
0,TJ Dillashaw Hugo Viana,1  0,21 of 44  11 of 34,47%  32%,22 of 45  13 of 36,1 of 3  0 of 0,33%  0%,0  0,1  0,0  0,21 of 44  11 of 34,16 of 39  8 of 30,3 of 3  1 of 2,2 of 2  2 of 2,17 of 39  8 of 28,1 of 2  3 of 6,3 of 3  0 of 0
0,Anthony Njokuani Roger Bowling,1  0,26 of 46  27 of 76,56%  35%,28 of 48  32 of 82,0 of 1  1 of 1,0%  100%,0  0,0  0,0  0,26 of 46  27 of 76,15 of 33  15 of 55,7 of 9  6 of 11,4 of 4  6 of 10,22 of 41  22 of 69,4 of 4  2 of 4,0 of 1  3 of 3
0,Clifford Starks Yoel Romero,0  1,3 of 18  12 of 12,16%  100%,3 of 18  12 of 12,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,3 of 18  12 of 12,1 of 14  6 of 6,1 of 3  1 of 1,1 of 1  5 of 5,3 of 18  8 of 8,0 of 0  0 of 0,0 of 0  4 of 4
0,Urijah Faber Scott Jorgensen,0  0,93 of 163  73 of 168,57%  43%,119 of 200  76 of 173,4 of 6  1 of 6,66%  16%,3  0,4  0,0  0,93 of 163  73 of 168,57 of 123  45 of 136,32 of 36  8 of 12,4 of 4  20 of 20,87 of 155  65 of 158,5 of 6  8 of 10,1 of 2  0 of 0
0,Uriah Hall Kelvin Gastelum,0  0,44 of 77  31 of 74,57%  41%,81 of 121  81 of 141,2 of 3  3 of 6,66%  50%,0  0,1  5,3  0,44 of 77  31 of 74,23 of 51  7 of 49,13 of 18  14 of 14,8 of 8  10 of 11,28 of 60  18 of 51,8 of 8  10 of 13,8 of 9  3 of 10
0,Miesha Tate Cat Zingano,0  0,23 of 42  35 of 42,54%  83%,54 of 80  107 of 120,3 of 7  1 of 1,42%  100%,3  1,5  4,0  2,23 of 42  35 of 42,21 of 40  23 of 30,2 of 2  8 of 8,0 of 0  4 of 4,16 of 30  16 of 22,2 of 4  8 of 9,5 of 8  11 of 11
0,Travis Browne Gabriel Gonzaga,1  0,9 of 10  1 of 1,90%  100%,11 of 12  3 of 3,0 of 0  0 of 2,0%  0%,0  0,0  0,0  0,9 of 10  1 of 1,7 of 8  0 of 0,1 of 1  1 of 1,1 of 1  0 of 0,0 of 1  0 of 0,9 of 9  1 of 1,0 of 0  0 of 0
0,Bubba McDaniel Gilbert Smith,0  0,35 of 54  14 of 34,64%  41%,97 of 117  24 of 45,0 of 0  3 of 5,0%  60%,3  1,8  0,2  1,35 of 54  14 of 34,26 of 43  6 of 24,5 of 7  6 of 8,4 of 4  2 of 2,18 of 34  12 of 29,6 of 8  2 of 5,11 of 12  0 of 0
0,Josh Samman Kevin Casey,1  0,36 of 62  14 of 22,58%  63%,55 of 83  64 of 76,0 of 0  0 of 1,0%  0%,0  2,0  0,0  0,36 of 62  14 of 22,13 of 33  9 of 15,21 of 27  5 of 7,2 of 2  0 of 0,1 of 3  0 of 3,30 of 47  3 of 3,5 of 12  11 of 16
0,Luke Barnatt Collin Hart,0  0,113 of 232  95 of 212,48%  44%,119 of 238  104 of 223,1 of 2  2 of 12,50%  16%,1  0,0  1,0  0,113 of 232  95 of 212,93 of 203  67 of 163,13 of 19  11 of 18,7 of 10  17 of 31,94 of 206  75 of 177,17 of 23  20 of 35,2 of 3  0 of 0
0,Dylan Andrews Jimmy Quinlan,1  0,20 of 24  7 of 10,83%  70%,33 of 40  7 of 10,0 of 0  1 of 4,0%  25%,0  0,0  1,0  0,20 of 24  7 of 10,20 of 24  5 of 8,0 of 0  2 of 2,0 of 0  0 of 0,4 of 5  7 of 10,4 of 4  0 of 0,12 of 15  0 of 0
0,Bristol Marunde Clint Hester,0  2,21 of 81  66 of 143,25%  46%,29 of 93  78 of 156,3 of 9  0 of 1,33%  0%,0  0,0  0,0  0,21 of 81  66 of 143,17 of 77  50 of 118,2 of 2  9 of 15,2 of 2  7 of 10,17 of 72  40 of 105,4 of 9  13 of 20,0 of 0  13 of 18
0,Cole Miller Bart Palaszewski,0  0,5 of 43  18 of 62,11%  29%,6 of 44  18 of 62,1 of 1  0 of 0,100%  0%,1  0,0  0,0  0,5 of 43  18 of 62,1 of 36  7 of 48,1 of 4  2 of 4,3 of 3  9 of 10,5 of 43  17 of 61,0 of 0  0 of 0,0 of 0  1 of 1
0,Sam Sicilia Maximo Blanco,0  0,26 of 99  52 of 145,26%  35%,32 of 107  86 of 180,1 of 7  2 of 4,14%  50%,1  1,0  1,0  0,26 of 99  52 of 145,19 of 90  39 of 113,2 of 3  3 of 16,5 of 6  10 of 16,16 of 81  43 of 130,9 of 15  9 of 14,1 of 3  0 of 1
0,Justin Lawrence Daniel Pineda,0  0,0 of 2  1 of 2,0%  50%,0 of 2  4 of 5,0 of 0  2 of 3,0%  66%,0  1,0  3,0  0,0 of 2  1 of 2,0 of 2  0 of 1,0 of 0  1 of 1,0 of 0  0 of 0,0 of 2  0 of 1,0 of 0  1 of 1,0 of 0  0 of 0
0,Gegard Mousasi Ilir Latifi,0  0,80 of 150  18 of 112,53%  16%,80 of 150  20 of 114,0 of 0  1 of 3,0%  33%,0  0,0  0,0  0,80 of 150  18 of 112,62 of 120  11 of 101,7 of 18  3 of 5,11 of 12  4 of 6,79 of 148  16 of 105,0 of 0  0 of 1,1 of 2  2 of 6
0,Ryan Couture Ross Pearson,0  1,29 of 77  28 of 41,37%  68%,35 of 83  48 of 62,1 of 7  1 of 1,14%  100%,0  0,0  0,0  0,29 of 77  28 of 41,7 of 38  22 of 35,12 of 18  6 of 6,10 of 21  0 of 0,15 of 54  22 of 32,14 of 23  3 of 3,0 of 0  3 of 6
0,Matt Mitrione Philip De Fries,0  0,7 of 9  0 of 2,77%  0%,7 of 9  0 of 2,0 of 0  0 of 2,0%  0%,0  0,0  0,0  0,7 of 9  0 of 2,7 of 9  0 of 2,0 of 0  0 of 0,0 of 0  0 of 0,1 of 3  0 of 2,0 of 0  0 of 0,6 of 6  0 of 0
0,Brad Pickett Mike Easton,0  0,68 of 205  71 of 155,33%  45%,94 of 234  91 of 182,4 of 7  3 of 8,57%  37%,0  0,1  1,1  0,68 of 205  71 of 155,50 of 183  44 of 119,8 of 12  14 of 22,10 of 10  13 of 14,47 of 170  52 of 123,21 of 33  18 of 29,0 of 2  1 of 3
0,Diego Brandao Pablo Garza,0  0,9 of 18  4 of 14,50%  28%,18 of 27  6 of 17,0 of 0  1 of 2,0%  50%,1  0,1  0,0  0,9 of 18  4 of 14,4 of 11  2 of 12,2 of 2  1 of 1,3 of 5  1 of 1,7 of 14  3 of 13,0 of 1  1 of 1,2 of 3  0 of 0
0,Akira Corassani Robert Peralta,0  0,48 of 86  67 of 144,55%  46%,57 of 96  94 of 172,2 of 6  0 of 2,33%  0%,0  0,1  0,0  0,48 of 86  67 of 144,18 of 49  29 of 98,9 of 12  20 of 27,21 of 25  18 of 19,38 of 71  28 of 96,10 of 15  34 of 43,0 of 0  5 of 5
0,Reza Madadi Michael Johnson,0  1,34 of 46  20 of 64,73%  31%,79 of 98  21 of 66,4 of 6  0 of 0,66%  0%,2  0,4  0,0  0,34 of 46  20 of 64,33 of 44  13 of 53,1 of 2  6 of 10,0 of 0  1 of 1,2 of 9  10 of 46,0 of 0  5 of 7,32 of 37  5 of 11
0,Tor Troeng Adam Cella,0  0,6 of 11  2 of 12,54%  16%,16 of 23  4 of 14,1 of 1  0 of 0,100%  0%,1  0,3  0,0  0,6 of 11  2 of 12,5 of 8  1 of 8,0 of 1  0 of 2,1 of 2  1 of 2,2 of 7  2 of 12,0 of 0  0 of 0,4 of 4  0 of 0
0,Chris Spang Adlan Amagov,0  0,5 of 57  38 of 99,8%  38%,24 of 76  57 of 118,0 of 0  6 of 10,0%  60%,0  0,0  1,0  0,5 of 57  38 of 99,1 of 44  12 of 53,1 of 4  5 of 9,3 of 9  21 of 37,4 of 53  26 of 77,1 of 4  10 of 16,0 of 0  2 of 6
0,Marcus Brimage Conor McGregor,0  1,12 of 41  21 of 35,29%  60%,12 of 41  22 of 36,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,12 of 41  21 of 35,7 of 34  20 of 34,2 of 2  1 of 1,3 of 5  0 of 0,12 of 41  16 of 29,0 of 0  0 of 0,0 of 0  5 of 6
0,Benny Alloway Ryan LaFlare,0  0,9 of 28  37 of 90,32%  41%,25 of 47  57 of 115,1 of 2  6 of 8,50%  75%,0  1,2  6,0  1,9 of 28  37 of 90,7 of 23  23 of 66,1 of 2  12 of 21,1 of 3  2 of 3,8 of 25  12 of 31,0 of 2  17 of 41,1 of 1  8 of 18
0,Michael Kuiper Tom Lawlor,0  0,14 of 29  7 of 13,48%  53%,23 of 40  10 of 16,3 of 3  0 of 7,100%  0%,0  1,4  0,0  0,14 of 29  7 of 13,11 of 21  4 of 10,3 of 6  3 of 3,0 of 2  0 of 0,1 of 8  2 of 8,4 of 6  5 of 5,9 of 15  0 of 0
0,Papy Abedi Besam Yousef,0  0,53 of 80  43 of 79,66%  54%,69 of 97  142 of 185,4 of 6  2 of 3,66%  66%,0  0,2  0,0  0,53 of 80  43 of 79,14 of 31  22 of 55,35 of 39  18 of 19,4 of 10  3 of 5,10 of 21  8 of 19,27 of 34  35 of 59,16 of 25  0 of 1
0,Georges St-Pierre Nick Diaz,0  0,105 of 167  41 of 136,62%  30%,210 of 285  80 of 176,9 of 16  0 of 0,56%  0%,0  1,2  0,0  0,105 of 167  41 of 136,69 of 123  19 of 99,22 of 27  19 of 29,14 of 17  3 of 8,62 of 106  24 of 113,11 of 12  17 of 23,32 of 49  0 of 0
0,Carlos Condit Johny Hendricks,0  0,42 of 145  30 of 71,28%  42%,94 of 201  69 of 112,0 of 0  12 of 15,0%  80%,0  0,1  1,0  0,42 of 145  30 of 71,26 of 118  25 of 62,10 of 16  4 of 5,6 of 11  1 of 4,34 of 130  20 of 56,2 of 9  5 of 9,6 of 6  5 of 6
0,Jake Ellenberger Nate Marquardt,1  0,13 of 25  13 of 23,52%  56%,13 of 25  13 of 23,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,13 of 25  13 of 23,8 of 20  2 of 11,2 of 2  1 of 1,3 of 3  10 of 11,11 of 21  13 of 23,0 of 0  0 of 0,2 of 4  0 of 0
0,Nick Ring Chris Camozzi,0  0,86 of 225  64 of 247,38%  25%,86 of 225  67 of 250,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,86 of 225  64 of 247,33 of 148  48 of 225,10 of 25  5 of 8,43 of 52  11 of 14,84 of 223  60 of 239,2 of 2  4 of 8,0 of 0  0 of 0
0,Mike Ricci Colin Fletcher,0  0,47 of 137  37 of 127,34%  29%,55 of 145  61 of 152,2 of 2  0 of 2,100%  0%,0  0,2  0,0  0,47 of 137  37 of 127,34 of 98  11 of 59,12 of 29  10 of 25,1 of 10  16 of 43,36 of 123  32 of 120,3 of 3  3 of 4,8 of 11  2 of 3
0,Patrick Cote Bobby Voelker,0  0,72 of 135  83 of 175,53%  47%,97 of 162  153 of 265,0 of 6  4 of 5,0%  80%,0  0,0  1,0  0,72 of 135  83 of 175,52 of 107  55 of 139,9 of 17  14 of 19,11 of 11  14 of 17,55 of 109  38 of 109,15 of 23  30 of 41,2 of 3  15 of 25
0,Antonio Carvalho Darren Elkins,0  1,9 of 27  14 of 54,33%  25%,13 of 31  19 of 59,0 of 0  0 of 2,0%  0%,0  0,0  0,0  0,9 of 27  14 of 54,7 of 25  8 of 47,0 of 0  4 of 5,2 of 2  2 of 2,6 of 23  6 of 41,3 of 4  8 of 13,0 of 0  0 of 0
0,Dan Miller Jordan Mein,0  1,11 of 37  29 of 53,29%  54%,11 of 37  29 of 53,1 of 1  0 of 0,100%  0%,1  0,0  0,0  0,11 of 37  29 of 53,4 of 26  25 of 49,4 of 8  4 of 4,3 of 3  0 of 0,11 of 37  16 of 35,0 of 0  13 of 18,0 of 0  0 of 0
0,John Makdessi Daron Cruickshank,0  0,86 of 195  51 of 198,44%  25%,88 of 197  51 of 198,0 of 0  0 of 4,0%  0%,0  0,0  0,0  0,86 of 195  51 of 198,58 of 153  32 of 166,17 of 30  7 of 19,11 of 12  12 of 13,85 of 189  50 of 197,1 of 5  0 of 0,0 of 1  1 of 1
0,Rick Story Quinn Mulhern,1  0,20 of 49  9 of 50,40%  18%,26 of 55  9 of 51,1 of 1  0 of 1,100%  0%,0  0,0  0,0  0,20 of 49  9 of 50,10 of 35  8 of 42,7 of 9  1 of 8,3 of 5  0 of 0,15 of 41  9 of 50,1 of 2  0 of 0,4 of 6  0 of 0
0,TJ Dillashaw Issei Tamura,1  0,30 of 57  11 of 20,52%  55%,39 of 66  17 of 28,2 of 3  0 of 1,66%  0%,0  0,0  0,0  0,30 of 57  11 of 20,13 of 32  4 of 10,3 of 6  4 of 6,14 of 19  3 of 4,8 of 31  4 of 12,14 of 18  7 of 8,8 of 8  0 of 0
0,George Roop Reuben Duran,0  0,33 of 75  30 of 56,44%  53%,125 of 174  56 of 82,2 of 3  1 of 6,66%  16%,1  0,0  1,0  0,33 of 75  30 of 56,15 of 47  15 of 40,14 of 21  11 of 12,4 of 7  4 of 4,8 of 44  12 of 26,14 of 19  11 of 15,11 of 12  7 of 15
0,Wanderlei Silva Brian Stann,2  1,43 of 83  43 of 76,51%  56%,49 of 97  65 of 103,0 of 2  0 of 0,0%  0%,0  0,0  0,0  0,43 of 83  43 of 76,37 of 76  23 of 51,5 of 6  9 of 12,1 of 1  11 of 13,30 of 65  31 of 56,8 of 13  12 of 20,5 of 5  0 of 0
0,Stefan Struve Mark Hunt,0  1,24 of 67  47 of 82,35%  57%,56 of 116  61 of 100,0 of 0  1 of 2,0%  50%,1  0,3  2,1  1,24 of 67  47 of 82,19 of 60  37 of 70,4 of 4  8 of 10,1 of 3  2 of 2,21 of 58  45 of 77,0 of 0  0 of 0,3 of 9  2 of 5
0,Takanori Gomi Diego Sanchez,0  0,81 of 180  65 of 145,45%  44%,81 of 180  68 of 149,0 of 0  2 of 5,0%  40%,0  1,0  0,0  0,81 of 180  65 of 145,48 of 135  29 of 100,29 of 36  24 of 31,4 of 9  12 of 14,81 of 180  65 of 145,0 of 0  0 of 0,0 of 0  0 of 0
0,Yushin Okami Hector Lombard,0  0,37 of 89  45 of 89,41%  50%,65 of 120  109 of 158,3 of 5  0 of 3,60%  0%,0  0,5  2,0  0,37 of 89  45 of 89,24 of 74  30 of 71,9 of 9  12 of 14,4 of 6  3 of 4,25 of 75  40 of 81,8 of 8  4 of 6,4 of 6  1 of 2
0,Mizuto Hirota Rani Yahya,0  0,4 of 14  13 of 29,28%  44%,39 of 56  105 of 122,1 of 1  5 of 12,100%  41%,0  1,1  9,0  0,4 of 14  13 of 29,3 of 13  11 of 26,1 of 1  2 of 3,0 of 0  0 of 0,4 of 12  3 of 13,0 of 1  1 of 1,0 of 1  9 of 15
0,Dong Hyun Kim Siyar Bahadurzada,0  0,23 of 58  5 of 24,39%  20%,182 of 221  25 of 45,3 of 6  0 of 0,50%  0%,1  0,8  0,0  0,23 of 58  5 of 24,16 of 51  4 of 20,6 of 6  0 of 2,1 of 1  1 of 2,6 of 12  4 of 21,0 of 0  0 of 0,17 of 46  1 of 3
0,Riki Fukuda Brad Tavares,0  0,69 of 172  116 of 254,40%  45%,75 of 182  131 of 270,1 of 1  0 of 0,100%  0%,0  0,0  0,0  0,69 of 172  116 of 254,35 of 118  86 of 217,11 of 16  18 of 20,23 of 38  12 of 17,66 of 169  113 of 247,3 of 3  3 of 7,0 of 0  0 of 0
0,Takeya Mizugaki Bryan Caraway,0  0,67 of 117  37 of 89,57%  41%,117 of 168  69 of 125,0 of 1  2 of 12,0%  16%,0  1,0  3,0  0,67 of 117  37 of 89,42 of 91  31 of 82,18 of 19  3 of 4,7 of 7  3 of 3,58 of 99  33 of 81,9 of 18  3 of 7,0 of 0  1 of 1
0,Cristiano Marcello Kazuki Tokudome,0  1,33 of 76  33 of 77,43%  42%,67 of 117  90 of 178,1 of 4  2 of 2,25%  100%,0  0,0  5,0  0,33 of 76  33 of 77,21 of 57  20 of 58,7 of 11  8 of 10,5 of 8  5 of 9,24 of 64  22 of 50,8 of 11  3 of 3,1 of 1  8 of 24
0,Marcelo Guimaraes Hyun Gyu Lim,0  1,47 of 99  62 of 134,47%  46%,53 of 116  63 of 135,2 of 12  0 of 0,16%  0%,0  0,1  0,0  0,47 of 99  62 of 134,21 of 66  41 of 109,9 of 11  10 of 14,17 of 22  11 of 11,47 of 98  60 of 132,0 of 0  0 of 0,0 of 1  2 of 2
0,Ronda Rousey Liz Carmouche,0  0,7 of 14  4 of 6,50%  66%,41 of 50  22 of 24,1 of 1  0 of 0,100%  0%,1  1,3  1,0  0,7 of 14  4 of 6,6 of 13  4 of 6,1 of 1  0 of 0,0 of 0  0 of 0,1 of 5  3 of 5,2 of 2  1 of 1,4 of 7  0 of 0
0,Lyoto Machida Dan Henderson,0  0,27 of 54  20 of 64,50%  31%,28 of 55  54 of 98,1 of 1  1 of 3,100%  33%,0  0,0  0,0  0,27 of 54  20 of 64,17 of 36  5 of 31,9 of 14  5 of 9,1 of 4  10 of 24,23 of 50  14 of 55,0 of 0  5 of 7,4 of 4  1 of 2
0,Urijah Faber Ivan Menjivar,0  0,17 of 24  3 of 7,70%  42%,29 of 36  19 of 23,0 of 0  1 of 1,0%  100%,1  0,2  1,1  0,17 of 24  3 of 7,16 of 23  3 of 6,1 of 1  0 of 1,0 of 0  0 of 0,1 of 3  1 of 3,1 of 1  2 of 3,15 of 20  0 of 1
0,Court McGee Josh Neer,0  0,166 of 334  63 of 152,49%  41%,198 of 368  71 of 160,2 of 5  0 of 0,40%  0%,0  0,2  0,0  0,166 of 334  63 of 152,116 of 270  45 of 131,34 of 47  11 of 14,16 of 17  7 of 7,129 of 275  52 of 137,15 of 24  11 of 15,22 of 35  0 of 0
0,Josh Koscheck Robbie Lawler,0  0,2 of 4  9 of 15,50%  60%,5 of 7  16 of 22,2 of 6  0 of 0,33%  0%,0  0,0  0,0  0,2 of 4  9 of 15,1 of 3  7 of 13,1 of 1  2 of 2,0 of 0  0 of 0,0 of 2  0 of 4,0 of 0  2 of 2,2 of 2  7 of 9
0,Brendan Schaub Lavar Johnson,0  0,18 of 31  36 of 52,58%  69%,77 of 108  170 of 213,5 of 8  1 of 1,62%  100%,1  0,8  1,1  0,18 of 31  36 of 52,16 of 27  18 of 32,2 of 2  10 of 11,0 of 2  8 of 9,1 of 5  1 of 10,5 of 7  17 of 20,12 of 19  18 of 22
0,Michael Chiesa Anton Kuivanen,0  0,5 of 50  18 of 55,10%  32%,9 of 54  18 of 55,1 of 5  0 of 0,20%  0%,2  0,1  0,0  0,5 of 50  18 of 55,3 of 46  11 of 42,2 of 4  7 of 13,0 of 0  0 of 0,3 of 46  13 of 50,2 of 4  5 of 5,0 of 0  0 of 0
0,Dennis Bermudez Matt Grice,1  1,120 of 209  82 of 162,57%  50%,181 of 277  91 of 171,0 of 9  1 of 12,0%  8%,2  0,1  2,0  0,120 of 209  82 of 162,89 of 167  49 of 120,16 of 25  17 of 24,15 of 17  16 of 18,42 of 103  39 of 90,37 of 56  41 of 67,41 of 50  2 of 5
0,Sam Stout Caros Fodor,0  0,46 of 120  47 of 92,38%  51%,86 of 164  80 of 127,1 of 3  3 of 13,33%  23%,0  0,4  0,0  0,46 of 120  47 of 92,21 of 81  24 of 60,20 of 33  12 of 20,5 of 6  11 of 12,24 of 93  32 of 68,18 of 21  15 of 24,4 of 6  0 of 0
0,Kenny Robertson Brock Jardine,0  0,9 of 13  1 of 3,69%  33%,27 of 32  1 of 3,1 of 1  0 of 0,100%  0%,2  1,3  0,0  0,9 of 13  1 of 3,8 of 12  0 of 2,0 of 0  0 of 0,1 of 1  1 of 1,1 of 3  1 of 3,0 of 0  0 of 0,8 of 10  0 of 0
0,Jon Manley Neil Magny,0  0,17 of 85  65 of 120,20%  54%,35 of 112  97 of 158,1 of 13  4 of 5,7%  80%,0  0,2  5,0  1,17 of 85  65 of 120,12 of 73  42 of 93,2 of 7  15 of 19,3 of 5  8 of 8,12 of 77  33 of 69,5 of 8  22 of 33,0 of 0  10 of 18
0,Nah-Shon Burrell Yuri Villefort,0  0,121 of 216  48 of 112,56%  42%,126 of 222  49 of 114,0 of 0  3 of 6,0%  50%,1  1,1  5,1  1,121 of 216  48 of 112,95 of 186  24 of 82,16 of 20  8 of 12,10 of 10  16 of 18,80 of 171  43 of 100,13 of 13  2 of 9,28 of 32  3 of 3
